Code,Name,Country,Exchange,Currency,Type,Isin
MTA,Metalla Royalty & Streaming Ltd,USA,NYSE MKT,USD,Common Stock,CA59124U6051
MTB,M&T Bank Corporation,USA,NYSE,USD,Common Stock,US55261F1049
MTB-P-H,MTB-P-H,USA,NYSE,USD,Preferred Stock,US55261F8721
MTB-PH,M&T Bank Corporation,USA,NYSE,USD,Preferred Stock,US55261F1049
MTB-PJ,M&T Bank Corporation,USA,NYSE,USD,Common Stock,US55261F8721
MTBA,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,ETF,US82889N5251
MTBLY,Moatable Inc,USA,NYSE,USD,Common Stock,US7598923008
MTD,Mettler-Toledo International Inc,USA,NYSE,USD,Common Stock,US5926881054
MTDR,Matador Resources Company,USA,NYSE,USD,Common Stock,US5764852050
MTG,MGIC Investment Corp,USA,NYSE,USD,Common Stock,US5528481030
MTGP,WisdomTree Mortgage Plus Bond Fund,USA,NYSE ARCA,USD,ETF,US97717Y7250
MTH,Meritage Corporation,USA,NYSE,USD,Common Stock,US59001A1025
MTN,Vail Resorts Inc,USA,NYSE,USD,Common Stock,US91879Q1094
MTNB,Matinas BioPharma Holdings Inc,USA,NYSE MKT,USD,Common Stock,US5768101058
MTR,Mesa Royalty Trust,USA,NYSE,USD,Common Stock,US5906601068
MTRN,Materion Corporation,USA,NYSE,USD,Common Stock,US5766901012
MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN,USA,NYSE ARCA,USD,ETF,US90278V6020
MTUS,"Metallus, Inc",USA,NYSE,USD,Common Stock,US8873991033
MTW,Manitowoc Company Inc,USA,NYSE,USD,Common Stock,US5635714059
MTX,Minerals Technologies Inc,USA,NYSE,USD,Common Stock,US6031581068
MTYY,GraniteShares YieldBOOST MSTR ETF,USA,NYSE,USD,ETF,
MTZ,MasTec Inc,USA,NYSE,USD,Common Stock,US5763231090
MUA,BlackRock MuniAssets Closed Fund,USA,NYSE,USD,FUND,US09254J1025
MUB,iShares National Muni Bond ETF,USA,NYSE ARCA,USD,ETF,US4642884146
MUC,BlackRock MuniHoldings CA Quality Closed Fund,USA,NYSE,USD,FUND,US09254L1070
MUE,BlackRock MuniHoldings Quality Closed Fund II,USA,NYSE,USD,FUND,US09254C1071
MUFG,Mitsubishi UFJ Financial Group Inc ADR,USA,NYSE,USD,Common Stock,US6068221042
MUJ,BlackRock MuniHoldings New Jersey Quality Closed Fund,USA,NYSE,USD,FUND,US09254X1019
MUNA,Northern Funds,USA,NYSE ARCA,USD,Common Stock,
MUNB,Northern Funds,USA,NYSE ARCA,USD,Common Stock,
MUNC,Northern Funds,USA,NYSE ARCA,USD,Common Stock,
MUND,Northern Funds,USA,NYSE ARCA,USD,Common Stock,
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US72201R8667
MUNX,AMG ETF Trust,USA,NYSE ARCA,USD,ETF,
MUR,Murphy Oil Corporation,USA,NYSE,USD,Common Stock,US6267171022
MUSA,Murphy USA Inc,USA,NYSE,USD,Common Stock,US6267551025
MUSE,TCW ETF Trust,USA,NYSE,USD,ETF,
MUSI,American Century Multisector Income ETF,USA,NYSE ARCA,USD,ETF,US0250723980
MUSQ,Exchange Traded Concepts Trust,USA,NYSE ARCA,USD,ETF,US3015054832
MUST,Columbia Multi-Sector Municipal Income ETF,USA,NYSE ARCA,USD,ETF,US19761L6074
MUX,McEwen Mining Inc.,USA,NYSE,USD,Common Stock,US58039P3055
MVF,MuniVest Fund Inc,USA,NYSE,USD,FUND,US09253R1059
MVO,MV Oil Trust,USA,NYSE,USD,Common Stock,US5538591091
MVPA,Advisor Managed Portfolios,USA,NYSE ARCA,USD,ETF,US00777X5611
MVPL,Advisor Managed Portfolios,USA,NYSE ARCA,USD,ETF,
MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,USA,NYSE ARCA,USD,ETF,US90269A3445
MVT,BlackRock MuniVest Fund II,USA,NYSE,USD,FUND,US09253T1016
MVV,ProShares Ultra MidCap400,USA,NYSE ARCA,USD,ETF,US74347R4048
MWA,Mueller Water Products,USA,NYSE,USD,Common Stock,US6247581084
MWG,Multi Ways Holdings Ltd,USA,NYSE MKT,USD,Common Stock,KYG6362F1081
MX,MagnaChip Semiconductor,USA,NYSE,USD,Common Stock,US55933J2033
MXC,Mexco Energy Corporation,USA,NYSE MKT,USD,Common Stock,US5927701012
MXE,Mexico Equity and Income Closed Fund,USA,NYSE,USD,FUND,US5928341057
MXF,Mexico Closed Fund,USA,NYSE,USD,FUND,US5928351023
MXI,iShares Global Materials ETF,USA,NYSE ARCA,USD,ETF,US4642886950
MYCO,SPDR SSGA My2035 Corporate Bond ETF,USA,NYSE,USD,ETF,
MYD,BlackRock MuniYield Fund,USA,NYSE,USD,FUND,US09253W1045
MYE,Myers Industries Inc,USA,NYSE,USD,Common Stock,US6284641098
MYI,BlackRock MuniYield Quality Closed Fund III,USA,NYSE,USD,FUND,US09254E1038
MYN,BlackRock MuniYield New York Quality Closed Fund,USA,NYSE,USD,FUND,US09255E1029
MYND,"Mynd.ai, Inc.",USA,NYSE MKT,USD,Common Stock,US62857N2027
MYO,Myomo Inc,USA,NYSE MKT,USD,Common Stock,US62857J2015
MYY,ProShares Short MidCap400,USA,NYSE ARCA,USD,ETF,US74347B2503
MZZ,ProShares UltraShort MidCap400,USA,NYSE ARCA,USD,ETF,US74347G5808
NABL,N-Able Inc,USA,NYSE,USD,Common Stock,US62878D1000
NAC,Nuveen California Dividend Advantage Muni Fund,USA,NYSE,USD,FUND,US67066Y1055
NACP,Impact Shares NAACP Minority Empowerment ETF,USA,NYSE ARCA,USD,ETF,US45259A2096
NAD,Nuveen Dividend Advantage Municipal Fund,USA,NYSE,USD,FUND,US67066V1017
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25490K5965
NAK,Northern Dynasty Minerals Ltd,USA,NYSE MKT,USD,Common Stock,CA66510M2040
NAN,Nuveen New York Quality Municipal Income,USA,NYSE,USD,FUND,US67066X1072
NANR,SPDR S&P® North American Natural Resources ETF,USA,NYSE ARCA,USD,ETF,US78463X1524
NAT,Nordic American Tankers Limited,USA,NYSE,USD,Common Stock,BMG657731060
NAZ,Nuveen Arizona Quality Municipal Income,USA,NYSE,USD,FUND,US67061W1045
NBB,Nuveen Build America Bond Closed Fund,USA,NYSE,USD,FUND,US67074C1036
NBCE,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,US64135A5074
NBCM,Neuberger Berman Commodity Strategy ETF,USA,NYSE ARCA,USD,ETF,US64135A4085
NBCR,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBCT,Neuberger Berman Carbon Transition & Infrastructure ETF,USA,NYSE ARCA,USD,ETF,US64135A1016
NBDS,Neuberger Berman Disrupters ETF,USA,NYSE ARCA,USD,ETF,US64135A2006
NBET,Neuberger Berman Energy Transition & Infrastructure ETF,USA,NYSE ARCA,USD,ETF,
NBFC,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBGX,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBH,Neuberger Berman IMF Inc,USA,NYSE MKT,USD,Common Stock,US64124P1012
NBHC,National Bank Holdings Corporation,USA,NYSE,USD,Common Stock,US6337071046
NBJP,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBOS,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,US64135A7054
NBR,Nabors Industries Ltd,USA,NYSE,USD,Common Stock,BMG6359F1370
NBSD,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBSM,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBTR,Neuberger Berman ETF Trust,USA,NYSE ARCA,USD,ETF,
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc,USA,NYSE,USD,Common Stock,US64133Q1085
NBY,NovaBay Pharmaceuticals Inc,USA,NYSE MKT,USD,Common Stock,US66987P2011
NC,NACCO Industries Inc,USA,NYSE,USD,Common Stock,US6295791031
NCA,Nuveen California Municipal Value Fund Inc,USA,NYSE,USD,FUND,US67062C1071
NCDL,Nuveen Churchill Direct Lending Corp.,USA,NYSE,USD,Common Stock,US67090S1087
NCL,Northann Corp.,USA,NYSE MKT,USD,Common Stock,US66373M2008
NCLH,Norwegian Cruise Line Holdings Ltd,USA,NYSE,USD,Common Stock,BMG667211046
NCLO,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NCV,AllianzGI Convertible & Income Closed Fund,USA,NYSE,USD,FUND,US92838X1028
NCV-P-A,AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),USA,NYSE,USD,Preferred Stock,
NCV-PA,Virtus AllianzGI Convertible & Income Fund,USA,NYSE,USD,Preferred Stock,
NCZ,AllianzGI Convertible & Income II Closed Fund,USA,NYSE,USD,FUND,US92838U1088
NCZ-P-A,AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),USA,NYSE,USD,Preferred Stock,
NCZ-PA,Virtus AllianzGI Convertible & Income Fund II,USA,NYSE,USD,Preferred Stock,
NDIA,Global X Funds,USA,NYSE ARCA,USD,ETF,US37960A5526
NDIV,Amplify ETF Trust - Amplify Natural Resources Dividend Income ETF,USA,NYSE ARCA,USD,ETF,US0321087308
NDMO,Nuveen Dynamic Municipal Opportunities Fund,USA,NYSE,USD,Common Stock,US67079X1028
NDVG,Nuveen Dividend Growth ETF,USA,NYSE ARCA,USD,ETF,US67092P8216
NE,Noble Corporation plc,USA,NYSE,USD,Common Stock,GB00BMXNWH07
NE-WT,Noble Corporation plc WT,USA,NYSE,USD,Common Stock,GB00BMXNWH07
NE-WTA,NE-WTA,USA,NYSE,USD,Common Stock,GB00BMXNWH07
NEA,Nuveen AMT-Free Municipal IF,USA,NYSE,USD,FUND,US6706571055
NEE,Nextera Energy Inc,USA,NYSE,USD,Common Stock,US65339F1012
NEE-P-T,NEE-P-T,USA,NYSE,USD,Common Stock,US65339F7134
NEE-P-U,NEE-P-U,USA,NYSE,USD,Common Stock,US65339F7134
NEE-PN,Nextera Energy Inc,USA,NYSE,USD,Preferred Stock,US65339F7134
NEE-PS,"NextEra Energy, Inc.",USA,NYSE,USD,Common Stock,US65339F7134
NEE-PT,"NextEra Energy, Inc",USA,NYSE,USD,Preferred Stock,US65339F7134
NEM,Newmont Goldcorp Corp,USA,NYSE,USD,Common Stock,US6516391066
NEMD,Neuberger Berman Emerging Markets Debt Hard Currency ETF,USA,NYSE,USD,ETF,
NEN,New England Realty Associates LP,USA,NYSE MKT,USD,Common Stock,US6442061049
NET,Cloudflare Inc,USA,NYSE,USD,Common Stock,US18915M1071
NETL,Fundamental Income Net Lease Real Estate ETF,USA,NYSE ARCA,USD,ETF,US26922A2481
NEU,NewMarket Corporation,USA,NYSE,USD,Common Stock,US6515871076
NEWP,New Pacific Metals Corp,USA,NYSE MKT,USD,Common Stock,CA64782A1075
NEWTP,"NewtekOne, Inc. Depositary Shares, Non-Cumulative Perpetual Preferred Stock, Series B",USA,NYSE,USD,Common Stock,
NEXA,Nexa Resources SA,USA,NYSE,USD,Common Stock,LU1701428291
NFG,National Fuel Gas Company,USA,NYSE,USD,Common Stock,US6361801011
NFGC,New Found Gold Corp,USA,NYSE MKT,USD,Common Stock,CA64440N1033
NFJ,Virtus Dividend Interest & Premium Strategy Fund,USA,NYSE,USD,FUND,US92840R1014
NFLT,Virtus Newfleet Multi-Sector Bond ETF,USA,NYSE ARCA,USD,ETF,US26923G7079
NFLY,YieldMax NFLX Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88634T7827
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,USA,NYSE ARCA,USD,ETF,US33939L7955
NG,NovaGold Resources Inc,USA,NYSE MKT,USD,Common Stock,CA66987E2069
NGD,New Gold Inc,USA,NYSE MKT,USD,Common Stock,CA6445351068
NGG,National Grid PLC ADR,USA,NYSE,USD,Common Stock,US6362744095
NGL,NGL Energy Partners LP,USA,NYSE,USD,Common Stock,US62913M1071
NGL-P-B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,USA,NYSE,USD,Preferred Stock,US62913M3051
NGL-P-C,NGL-P-C,USA,NYSE,USD,Preferred Stock,US62913M3051
NGL-PB,NGL Energy Partners LP,USA,NYSE,USD,Preferred Stock,US62913M2061
NGL-PC,NGL Energy Partners LP,USA,NYSE,USD,Preferred Stock,US62913M3051
NGS,Natural Gas Services Group Inc,USA,NYSE,USD,Common Stock,US63886Q1094
NGVC,Natural Grocers by Vitamin Cottage Inc,USA,NYSE,USD,Common Stock,US63888U1088
NGVT,Ingevity Corp,USA,NYSE,USD,Common Stock,US45688C1071
NHC,National HealthCare Corporation,USA,NYSE MKT,USD,Common Stock,US6359061008
NHI,National Health Investors Inc,USA,NYSE,USD,Common Stock,US63633D1046
NHS,Neuberger Berman High Yield Strategies,USA,NYSE MKT,USD,FUND,US64128C1062
NHYB,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NHYM,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NI,NiSource Inc,USA,NYSE,USD,Common Stock,US65473P1057
NIC,Nicolet Bankshares Inc.,USA,NYSE,USD,Common Stock,US65406E1029
NIE,AllianzGI Equity & Convertible Income Closed Fund,USA,NYSE,USD,FUND,US92841M1018
NIM,Nuveen Select Maturities Municipal Fund,USA,NYSE,USD,FUND,US67061T1016
NINE,Nine Energy Service Inc,USA,NYSE,USD,Common Stock,US65441V1017
NIO,Nio Inc Class A ADR,USA,NYSE,USD,Common Stock,US62914V1061
NIQ,NIQ Global Intelligence plc,USA,NYSE,USD,Common Stock,IE000JMT8VI3
NITE,The Nightview ETF,USA,NYSE ARCA,USD,ETF,
NJNK,Columbia ETF Trust I,USA,NYSE ARCA,USD,ETF,
NJR,NewJersey Resources Corporation,USA,NYSE,USD,Common Stock,US6460251068
NKE,Nike Inc,USA,NYSE,USD,Common Stock,US6541061031
NKX,Nuveen California AMT Free Quality Municipal Income,USA,NYSE,USD,FUND,US6706511085
NL,NL Industries Inc,USA,NYSE,USD,Common Stock,US6291564077
NLOP,Net Lease Office Properties,USA,NYSE,USD,Common Stock,US64110Y1082
NLR,VanEck Uranium+Nuclear Energy ETF,USA,NYSE ARCA,USD,ETF,US92189F6016
NLY,"Annaly Capital Management, Inc.",USA,NYSE,USD,Common Stock,US0357108390
NLY-P-F,Annaly Capital Management Inc 6.95% Series F,USA,NYSE,USD,Preferred Stock,US0357108705
NLY-P-G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,USA,NYSE,USD,Preferred Stock,US0357108705
NLY-P-I,NLY-P-I,USA,NYSE,USD,Preferred Stock,US0357108705
NLY-PF,Annaly Capital Management Inc,USA,NYSE,USD,Preferred Stock,US0357108705
NLY-PG,Annaly Capital Management Inc,USA,NYSE,USD,Preferred Stock,US0357108622
NLY-PI,Annaly Capital Management Inc,USA,NYSE,USD,Preferred Stock,US0357108473
NLY-PJ,"Annaly Capital Management, Inc.",USA,NYSE,USD,Common Stock,US0357108705
NMAI,Nuveen Multi-Asset Income Fund,USA,NYSE,USD,Common Stock,US6707501085
NMAX,"Newsmax, Inc.",USA,NYSE,USD,Common Stock,US65250K1051
NMB,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,ETF,US82889N4429
NMBL,Tidal Trust III,USA,NYSE ARCA,USD,ETF,
NMCO,Nuveen Municipal Credit Opport Fund,USA,NYSE,USD,FUND,US6706631032
NMG,Nouveau Monde Graphite Inc,USA,NYSE,USD,Common Stock,CA66979W8429
NMI,Nuveen Municipal Income Fund Inc,USA,NYSE,USD,FUND,US67062J1025
NMKBP,Niagara Mohawk Power Corp,USA,NYSE,USD,Common Stock,US6535223001
NML,Neuberger Berman MLP,USA,NYSE MKT,USD,FUND,US64129H1041
NMM,Navios Maritime Partners LP Unit,USA,NYSE,USD,Common Stock,MHY622674098
NMR,Nomura Holdings Inc ADR,USA,NYSE,USD,Common Stock,US65535H2085
NMS,Nuveen Minnesota Quality Municipal Income,USA,NYSE,USD,FUND,US6707341029
NMT,Nuveen Massachusetts Quality Municipal Income,USA,NYSE,USD,FUND,US67061E1047
NMZ,Nuveen Municipal High IOF,USA,NYSE,USD,FUND,US6706821039
NNI,Nelnet Inc,USA,NYSE,USD,Common Stock,US64031N1081
NNN,National Retail Properties Inc,USA,NYSE,USD,Common Stock,US6374171063
NNVC,NanoViricides Inc,USA,NYSE MKT,USD,Common Stock,US6300873022
NNY,Nuveen New York Municipal Value Fund Inc,USA,NYSE,USD,FUND,US67062M1053
NOA,North American Construction Group Ltd,USA,NYSE,USD,Common Stock,CA6568111067
NOAH,Noah Holdings Ltd,USA,NYSE,USD,Common Stock,US65487X1028
NOC,Northrop Grumman Corporation,USA,NYSE,USD,Common Stock,US6668071029
NODE,Vaneck Funds - Onchain Economy Etf,USA,NYSE ARCA,USD,ETF,
NOG,Northern Oil & Gas Inc,USA,NYSE,USD,Common Stock,US6655313079
NOK,Nokia Corp ADR,USA,NYSE,USD,Common Stock,US6549022043
NOM,Nuveen Missouri Quality Municipal Income,USA,NYSE,USD,FUND,US67060Q1085
NOMD,Nomad Foods Ltd,USA,NYSE,USD,Common Stock,USVGG6564A10
NORW,Global X MSCI Norway ETF,USA,NYSE ARCA,USD,ETF,US37950E1010
NOTE,FiscalNote Holdings Inc.,USA,NYSE,USD,Common Stock,US3376551046
NOTE-WT,NOTE-WT,USA,NYSE,USD,Common Stock,US3376551129
NOV,NOV Inc.,USA,NYSE,USD,Common Stock,US62955J1034
NOVM,FT Vest U.S. Equity Max Buffer ETF â November,USA,NYSE,USD,ETF,
NOVTU,Novanta Inc. Tangible Equity Units,USA,NYSE,USD,Common Stock,
NOW,ServiceNow Inc,USA,NYSE,USD,Common Stock,US81762P1021
NP,Neptune Insurance Holdings Inc.,USA,NYSE,USD,Common Stock,US64073B1035
NPB,"Northpointe Bancshares, Inc.",USA,NYSE,USD,Common Stock,US66661N8864
NPCT,Nuveen Core Plus Impact Fund,USA,NYSE,USD,Common Stock,US67080D1037
NPFD,Nuveen Variable Rate Preferred & Income Fund,USA,NYSE,USD,Common Stock,US67080R1023
NPK,National Presto Industries Inc,USA,NYSE,USD,Common Stock,US6372151042
NPKI,NPK International Inc.,USA,NYSE,USD,Common Stock,US6517185046
NPO,Enpro Industries,USA,NYSE,USD,Common Stock,US29355X1072
NPV,Nuveen Virginia Quality Municipal Income,USA,NYSE,USD,FUND,US67064R1023
NPWR,NET Power Inc.,USA,NYSE,USD,Common Stock,US64107A1051
NPWR-WT,NET Power Inc. WT,USA,NYSE,USD,Common Stock,
NPXYY,Nippon Sanso Holdings Corp.,USA,NYSE,USD,Common Stock,US65461N1046
NQP,Nuveen Pennsylvania Quality Municipal Income,USA,NYSE,USD,FUND,US6709721087
NRDY,Nerdy Inc,USA,NYSE,USD,Common Stock,US64081V1098
NREF,Nexpoint Real Estate Finance Inc,USA,NYSE,USD,Common Stock,US65342V1017
NREF-P-A,NREF-P-A,USA,NYSE,USD,Preferred Stock,
NREF-PA,NexPoint Real Estate Finance Inc.,USA,NYSE,USD,Preferred Stock,US65342V4086
NRG,NRG Energy Inc.,USA,NYSE,USD,Common Stock,US6293775085
NRGD,Bank of Montreal,USA,NYSE ARCA,USD,ETF,
NRGU,Bank of Montreal,USA,NYSE ARCA,USD,ETF,
NRGV,Energy Vault Holdings Inc,USA,NYSE,USD,Common Stock,US29280W1099
NRK,Nuveen New York AMT Free Quality Municipal Income,USA,NYSE,USD,FUND,US6706561072
NRKBY,Nkt A/S,USA,NYSE,USD,Common Stock,US62915V1052
NRO,Neuberger Berman RE Securities IF,USA,NYSE MKT,USD,FUND,US64190A1034
NRP,Natural Resource Partners LP,USA,NYSE,USD,Common Stock,US63900P6088
NRSH,Tidal ETF Trust,USA,NYSE ARCA,USD,ETF,US8863642729
NRT,North European Oil Royalty Trust,USA,NYSE,USD,Common Stock,US6593101065
NRUC,National Rural Utilities Cooperative Finance Corp,USA,NYSE,USD,Common Stock,US6374321056
NRXS,"Neuraxis, Inc.",USA,NYSE MKT,USD,Common Stock,US64134X2018
NSA,National Storage Affiliates Trust,USA,NYSE,USD,Common Stock,US6378701063
NSA-P-A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),USA,NYSE,USD,Preferred Stock,
NSA-PA,National Storage Affiliates Trust,USA,NYSE,USD,Preferred Stock,US6378702053
NSA-PB,National Storage Affiliates Tru,USA,NYSE,USD,Common Stock,
NSC,Norfolk Southern Corporation,USA,NYSE,USD,Common Stock,US6558441084
NSCI,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NSP,Insperity Inc,USA,NYSE,USD,Common Stock,US45778Q1076
NSRX,Nasus Pharma Ltd.,USA,NYSE MKT,USD,Common Stock,IL0012181553
NTB,Bank of N.T. Butterfield & Son Ltd,USA,NYSE,USD,Common Stock,BMG0772R2087
NTEST,NTEST,USA,NYSE,USD,Common Stock,
NTEST-H,NTEST-H,USA,NYSE,USD,Common Stock,
NTEST-I,NTEST-I,USA,NYSE,USD,Common Stock,
NTIP,Network-1 Technologies Inc,USA,NYSE MKT,USD,Common Stock,US64121N1090
NTR,Nutrien Ltd,USA,NYSE,USD,Common Stock,CA67077M1086
NTSE,WisdomTree Emerging Markets Efficient Core Fund,USA,NYSE ARCA,USD,ETF,US97717Y6427
NTSI,WisdomTree International Efficient Core Fund,USA,NYSE ARCA,USD,ETF,US97717Y6344
NTST,Netstreit Corp,USA,NYSE,USD,Common Stock,US64119V3033
NTSX,WisdomTree 90/60 US Balanced,USA,NYSE ARCA,USD,ETF,US97717Y7904
NTZ,Natuzzi SpA,USA,NYSE,USD,Common Stock,US63905A2006
NU,Nu Holdings Ltd,USA,NYSE,USD,Common Stock,KYG6683N1034
NUAG,NuShares Enhanced Yield US Aggregate Bond,USA,NYSE ARCA,USD,ETF,US67092P1021
NUBD,Nuveen ESG U.S. Aggregate Bond ETF,USA,NYSE ARCA,USD,ETF,US67092P8703
NUE,Nucor Corp,USA,NYSE,USD,Common Stock,US6703461052
NUGO,Nuveen Growth Opportunities ETF,USA,NYSE ARCA,USD,ETF,US67092P7978
NUGT,Direxion Daily Gold Miners Index Bull 2X Shares,USA,NYSE ARCA,USD,ETF,US25460E8443
NUGY,GraniteShares YieldBOOST Gold Miners ETF,USA,NYSE,USD,ETF,
NUHY,Nuveen ESG High Yield Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US67092P8547
NUKZ,Exchange Traded Concepts Trust,USA,NYSE ARCA,USD,ETF,US3015054758
NUMI,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NUS,Nu Skin Enterprises Inc,USA,NYSE,USD,Common Stock,US67018T1051
NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,USA,NYSE ARCA,USD,ETF,US67092P1104
NUV,Nuveen Municipal Value Fund Inc,USA,NYSE,USD,FUND,US6709281009
NUVB,Nuvation Bio Inc,USA,NYSE,USD,Common Stock,US67080N1019
NUVB-WS,NUVB-WS,USA,NYSE,USD,Common Stock,
NUVB-WT,NUVB-WT,USA,NYSE,USD,Common Stock,US67080N1191
NUW,Nuveen AMT-Free Municipal Value Fund,USA,NYSE,USD,FUND,US6706951059
NVBT,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer10 Nov ETF,USA,NYSE ARCA,USD,ETF,US00888H8512
NVBW,AIM ETF Products Trust - AllianzIM U.S. Large Capped Buffer20 Nov ETF,USA,NYSE ARCA,USD,ETF,US00888H8447
NVDB,ProShares Ultra NVDA ETF,USA,NYSE ARCA,USD,ETF,
NVDY,YieldMax NVDA Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88634T7744
NVG,Nuveen AMT Free Municipal Credit Income,USA,NYSE,USD,FUND,US67071L1061
NVGS,Navigator Holdings Ltd,USA,NYSE,USD,Common Stock,MHY621321089
NVIR,Listed Funds Trust - Horizon Kinetics Energy and Remediation ETF,USA,NYSE ARCA,USD,ETF,US53656G5146
NVIT,YIELDMAX NVDA PERFORMANCE & DISTRIBUTION TARGET 25 ETF,USA,NYSE,USD,ETF,
NVO,Novo Nordisk A/S,USA,NYSE,USD,Common Stock,US6701002056
NVOH,Precidian ETFs Trust,USA,NYSE ARCA,USD,ETF,
NVOX,Defiance Daily Target 2X Long NVO ETF,USA,NYSE ARCA,USD,ETF,
NVR,NVR Inc,USA,NYSE,USD,Common Stock,US62944T1051
NVRI,Enviri Corporation,USA,NYSE,USD,Common Stock,US4158641070
NVS,Novartis AG ADR,USA,NYSE,USD,Common Stock,US66987V1098
NVST,Envista Holdings Corp,USA,NYSE,USD,Common Stock,US29415F1049
NVT,nVent Electric PLC,USA,NYSE,USD,Common Stock,IE00BDVJJQ56
NWAX-U,New America Acquisition I Corp.,USA,NYSE,USD,Common Stock,
NWAX-UN,New America Acquisition I Corp.,USA,NYSE,USD,Common Stock,
NWG,Natwest Group PLC,USA,NYSE,USD,Common Stock,US6390572070
NWLG,Nuveen Winslow Large-Cap Growth ESG ETF,USA,NYSE ARCA,USD,ETF,US67092P8471
NWN,Northwest Natural Gas Co,USA,NYSE,USD,Common Stock,US66765N1054
NX,Quanex Building Products,USA,NYSE,USD,Common Stock,US7476191041
NXC,Nuveen California Select Tax Free Income Closed Fund,USA,NYSE,USD,Common Stock,US67063R1032
NXDR,NXDR,USA,NYSE,USD,Common Stock,
NXDT,NexPoint Strategic Opportunities Fund,USA,NYSE,USD,Common Stock,US65340G2057
NXDT-P-A,NXDT-P-A,USA,NYSE,USD,Preferred Stock,
NXDT-PA,NexPoint Diversified Real Estate Trust,USA,NYSE,USD,Preferred Stock,US65340G2057
NXE,NexGen Energy Ltd.,USA,NYSE,USD,Common Stock,CA65340P1062
NXG,NXG NextGen Infrastructure Income Fund,USA,NYSE,USD,Common Stock,
NXJ,Nuveen New Jersey Quality Municipal Income,USA,NYSE,USD,FUND,US67069Y1029
NXN,Nuveen New York Select Tax-Free Income Portfolio,USA,NYSE,USD,Common Stock,US67063V1044
NXP,Nuveen Select Tax-Free Income Portfolio,USA,NYSE,USD,Common Stock,US67062F1003
NXRT,Nexpoint Residential Trust Inc,USA,NYSE,USD,Common Stock,US65341D1028
NXTE,Investment Managers Series Trust II - AXS Sustainable Alpha ETF,USA,NYSE ARCA,USD,ETF,US46144X5867
NXUS,NuShares ETF Trust,USA,NYSE ARCA,USD,ETF,
NYC,New York City REIT Inc,USA,NYSE,USD,Common Stock,US6494392052
NYF,iShares New York Muni Bond ETF,USA,NYSE ARCA,USD,ETF,US4642883239
NYM,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,
NYT,New York Times Company,USA,NYSE,USD,Common Stock,US6501111073
NZF,Nuveen Municipal Credit Income,USA,NYSE,USD,FUND,US67070X1019
O,Realty Income Corporation,USA,NYSE,USD,Common Stock,US7561091049
OACP,OneAscent Core Plus Bond ETF,USA,NYSE ARCA,USD,ETF,US90470L5194
OAEM,OneAscent Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,US90470L4692
OAIM,OneAscent International Equity ETF,USA,NYSE ARCA,USD,ETF,US90470L4445
OAK-P-A,Oaktree Capital Group LLC 6.625% Series A Preferred units,USA,NYSE,USD,Preferred Stock,US6740013007
OAK-P-B,Oaktree Capital Group LLC 6.550% Series B Preferred Units,USA,NYSE,USD,Preferred Stock,US6740013007
